19-01-2023 19:55:02 , Actualizar
19-01-2023 19:55:02 , BeginTrans1
19-01-2023 19:55:02 , BeginTrans2
19-01-2023 19:55:02 , BeginTrans3
19-01-2023 19:55:03 , GrabarDato
19-01-2023 19:55:03 , Buscando Caja si existe
19-01-2023 19:55:03 , Agregando caja al sistema
19-01-2023 19:55:04 , Leyendo Cuentas Corrientes relacionadas
19-01-2023 19:55:04 , Leyendo Stock, para actualizar la existencia
19-01-2023 19:55:04 , Salvando los datos
19-01-2023 19:55:04 , Termino GrabarDato
19-01-2023 19:55:04 , Proceso Correcto
19-01-2023 19:55:04 , Limpiar Entorno
