26-04-2023 15:27:08 , Leyendo TXT 
26-04-2023 15:27:34 , Leyendo TXT 
26-04-2023 15:27:52 , Leyendo TXT 
26-04-2023 15:28:24 , Leyendo TXT 
26-04-2023 15:29:28 , Leyendo TXT 
26-04-2023 15:30:32 , Leyendo TXT 
26-04-2023 15:41:41 , Leyendo TXT 
26-04-2023 15:41:48 , Actualizar
26-04-2023 15:41:48 , BeginTrans1
26-04-2023 15:41:48 , BeginTrans2
26-04-2023 15:41:48 , BeginTrans3
26-04-2023 15:41:48 , GrabarDato
26-04-2023 15:41:48 , Buscando Caja si existe
26-04-2023 15:41:48 , Leyendo Cuentas Corrientes relacionadas
26-04-2023 15:41:48 , Leyendo Stock, para actualizar la existencia
26-04-2023 15:41:48 , Salvando los datos
26-04-2023 15:41:48 , Termino GrabarDato
26-04-2023 15:41:48 , Proceso Correcto
26-04-2023 15:41:48 , Limpiar Entorno
