25-04-2023 16:12:01 , Leyendo TXT 
25-04-2023 16:13:34 , Leyendo TXT 
25-04-2023 16:19:59 , Leyendo TXT 
25-04-2023 16:27:33 , Leyendo TXT 
25-04-2023 16:31:03 , Leyendo TXT 
25-04-2023 16:32:17 , Leyendo TXT 
25-04-2023 16:34:58 , Leyendo TXT 
25-04-2023 16:36:59 , Leyendo TXT 
25-04-2023 16:39:44 , Leyendo TXT 
25-04-2023 16:42:41 , Leyendo TXT 
25-04-2023 16:45:41 , TXT Vacio
25-04-2023 16:45:52 , Leyendo TXT 
25-04-2023 16:46:38 , TXT Vacio
25-04-2023 16:47:46 , Leyendo TXT 
25-04-2023 17:18:56 , Leyendo TXT 
25-04-2023 17:20:36 , TXT Vacio
25-04-2023 17:40:52 , Leyendo TXT 
25-04-2023 18:18:31 , Leyendo TXT 
25-04-2023 18:19:29 , Leyendo TXT 
25-04-2023 18:22:48 , Leyendo TXT 
25-04-2023 18:23:35 , TXT Vacio
25-04-2023 18:25:00 , Leyendo TXT 
25-04-2023 18:25:18 , TXT Vacio
25-04-2023 18:26:29 , Leyendo TXT 
25-04-2023 18:27:34 , Actualizar
25-04-2023 18:27:34 , BeginTrans1
25-04-2023 18:27:34 , BeginTrans2
25-04-2023 18:27:34 , BeginTrans3
25-04-2023 18:27:34 , GrabarDato
25-04-2023 18:27:34 , Buscando Caja si existe
25-04-2023 18:27:34 , Leyendo Cuentas Corrientes relacionadas
25-04-2023 18:27:34 , Leyendo Stock, para actualizar la existencia
25-04-2023 18:27:34 , Salvando los datos
25-04-2023 18:27:37 , Termino GrabarDato
25-04-2023 18:27:37 , Proceso Correcto
25-04-2023 18:27:37 , Limpiar Entorno
25-04-2023 18:31:44 , Leyendo TXT 
25-04-2023 18:32:41 , Leyendo TXT 
25-04-2023 18:35:30 , Leyendo TXT 
25-04-2023 18:37:49 , Leyendo TXT 
25-04-2023 18:38:41 , Leyendo TXT 
25-04-2023 18:41:01 , Leyendo TXT 
25-04-2023 18:41:43 , Leyendo TXT 
25-04-2023 18:42:24 , Actualizar
25-04-2023 18:42:24 , BeginTrans1
25-04-2023 18:42:24 , BeginTrans2
25-04-2023 18:42:24 , BeginTrans3
25-04-2023 18:42:24 , GrabarDato
25-04-2023 18:42:24 , Buscando Caja si existe
25-04-2023 18:42:24 , Leyendo Cuentas Corrientes relacionadas
25-04-2023 18:42:24 , Leyendo Stock, para actualizar la existencia
25-04-2023 18:42:24 , Salvando los datos
25-04-2023 18:42:34 , Termino GrabarDato
25-04-2023 18:42:34 , Proceso Correcto
25-04-2023 18:42:34 , Limpiar Entorno
