id,idmaopera,idcabeza,idarticulo,codigo,nombre,cantidad,univenta,unibulto,oricod,cantorig,idoriginal,sdocant,kilos,volumen,listaprecio,precosto,precostosiva,preunita,preunitasiva,prearti,preartisiva,interno,despor,tasaiva,switch,ivauni,alcohol,perceibruto,nofactura,espromocion,iddeposito,oferfecha,oferbonif,oferbonifcant,idfrio,pesable,escambio,stock,total,idcuerfac,desctociva,desctosiva,registro,idfuerzavta,codvalido,idcabeunifica,idprodpromo,idprodregalo,cada,entrega,internofin,idctavta,uniciva,unisiva,uniciva2,unisiva2,ivauni2,idenvase,idprodgenera,hojaactual,bondigitada,cantkilos,comprome,idope,idcuerpo
0,0,0,1100000800,"219","QUESO LS RALLADO X80GS",6.00,1,112,"219",0.00,1100000800,0.00,0.080,0.000,1,26.656,22.030,32.520,26.876,32.520,26.876,0.000,0.000,21.000,"",33.860," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,195.12,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,195.120,161.260,195.120,161.260,33.860,1100001535,0,0,0,0.000,0,"00001","0000000001"
0,0,0,1100001022,"692","QUESO LS RALLADO X200GS",3.00,1,54,"692",0.00,1100001022,0.00,0.200,0.000,1,63.946,52.848,78.334,64.739,78.334,64.739,0.000,0.000,21.000,"",40.790," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,235.00,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,235.000,194.210,235.000,194.210,40.790,1100001535,0,0,0,0.000,0,"00001","0000000002"
0,0,0,1100000798,"5306","HAMBURGUESA CONG PALAD X 4 UNID",6.00,1,18,"5306",0.00,1100000798,0.00,0.332,0.000,1,44.942,37.142,56.120,46.380,56.120,46.380,0.000,0.000,21.000,"",58.440," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,336.72,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,336.720,278.280,336.720,278.280,58.440,0,0,0,0,0.000,0,"00001","0000000003"
0,0,0,1100000439,"448","LECHE LS ENT FORT ACD SACH  X1L",24.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,17.735,14.657,21.637,17.882,21.637,17.882,0.000,0.000,21.000,"",90.120," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,519.29,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,519.290,429.170,519.290,429.170,90.120,1100000428,0,0,0,0.000,0,"00001","0000000004"
0,0,0,1100001344,"491","LECHE LS ULT DESC FORT VIT X1L",32.00,1,16,"491",0.00,1100001344,0.00,1.000,0.000,1,17.735,14.657,21.637,17.882,21.637,17.882,0.000,0.000,21.000,"",120.170," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,692.38,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,692.380,572.210,692.380,572.210,120.170,1100000428,0,0,0,0.000,0,"00001","0000000005"
0,0,0,1100000554,"6423","YOGURISIMO FORT ENT SACHET 1.300KS.",6.00,1,12,"6423",0.00,1100000554,0.00,1.300,0.000,1,28.671,23.695,35.695,29.500,35.695,29.500,0.000,0.000,21.000,"",37.170," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,214.17,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,214.170,177.000,214.170,177.000,37.170,1100000428,0,0,0,0.000,0,"00001","0000000006"
0,0,0,1100001375,"170","CREMA DE LECHE LS X200CC",12.00,1,24,"170",0.00,1100001375,0.00,0.200,0.000,1,21.644,17.888,26.463,21.870,26.463,21.870,0.000,0.000,21.000,"",55.110," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,317.56,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,317.560,262.450,317.560,262.450,55.110,1100001534,0,0,0,0.000,0,"00001","0000000007"
0,0,0,1100000298,"472","CREMA DE LECHE LS X360CC",6.00,1,12,"472",0.00,1100000298,0.00,0.360,0.000,1,38.151,31.530,46.698,38.593,46.698,38.593,0.000,0.000,21.000,"",48.630," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,280.19,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,280.190,231.560,280.190,231.560,48.630,1100000429,0,0,0,0.000,0,"00001","0000000008"
0,0,0,1100001103,"1203","QUESO CREMA CASAMCREM LIGHT X300GS",6.00,1,12,"1203",0.00,1100001103,0.00,0.300,0.000,1,36.305,30.004,45.200,37.355,45.200,37.355,0.000,0.000,21.000,"",47.070," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,271.20,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,271.200,224.130,271.200,224.130,47.070,1100001537,0,0,0,0.000,0,"00001","0000000009"
0,0,0,1100001101,"1202","QUESO CREMA CASAMCREM ENT X300GS",6.00,1,12,"1202",0.00,1100001101,0.00,0.300,0.000,1,36.305,30.004,45.200,37.355,45.200,37.355,0.000,0.000,21.000,"",47.070," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,271.20,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,271.200,224.130,271.200,224.130,47.070,1100000429,0,0,0,0.000,0,"00001","0000000010"
