id,idmaopera,idcabeza,idarticulo,codigo,nombre,cantidad,univenta,unibulto,oricod,cantorig,idoriginal,sdocant,kilos,volumen,listaprecio,precosto,precostosiva,preunita,preunitasiva,prearti,preartisiva,interno,despor,tasaiva,switch,ivauni,alcohol,perceibruto,nofactura,espromocion,iddeposito,oferfecha,oferbonif,oferbonifcant,idfrio,pesable,escambio,stock,total,idcuerfac,desctociva,desctosiva,registro,idfuerzavta,codvalido,idcabeunifica,idprodpromo,idprodregalo,cada,entrega,internofin,idctavta,uniciva,unisiva,uniciva2,unisiva2,ivauni2,idenvase,idprodgenera,hojaactual,bondigitada,cantkilos,comprome,idope,idcuerpo
0,0,0,1100000648,"1","TEJO GRATIS",2.00,1,1,"1",0.00,1100000648,0.00,0.000,0.000,1,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,21.000,"",0.000," ",0,1,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,0.00,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0,"00001","0000000001"
0,0,0,1100000443,"6430","DANONINO BEBIBLE /F BOT. X 185GR",20.00,1,35,"6430",0.00,1100000443,0.00,0.190,0.000,1,19.103,15.788,23.784,19.656,23.784,19.656,0.000,0.000,21.000,"",82.560," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,475.68,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,475.680,393.120,475.680,393.120,82.560,1100001539,0,0,0,0.000,0,"00002","0000000002"
0,0,0,1100001013,"932","FLAN SERENITO FORT. PACK 2 X 210GS",10.00,1,24,"932",0.00,1100001013,0.00,0.210,0.000,1,21.025,17.376,26.176,21.633,26.176,21.633,0.000,0.000,21.000,"",45.430," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,261.76,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,261.760,216.330,261.760,216.330,45.430,1100001533,0,0,0,0.000,0,"00002","0000000003"
0,0,0,1100000714,"760","QUESO LS PORT SALUT FRACC X500GS",6.00,1,24,"760",0.00,1100000714,0.00,0.500,0.000,1,148.584,122.797,177.553,146.738,177.553,146.738,0.000,0.000,21.000,"",0.000," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,1,0,0.00,0.00,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0,"00002","0000000004"
0,0,0,1100000384,"618","QUESO LS FINLANDIA LIGHT X200GS",10.00,1,24,"618",0.00,1100000384,0.00,0.200,0.000,1,27.749,22.933,33.973,28.077,33.973,28.077,0.000,0.000,21.000,"",58.960," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,339.73,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,339.730,280.770,339.730,280.770,58.960,1100001535,0,0,0,0.000,0,"00002","0000000005"
0,0,0,1100001101,"1202","QUESO CREMA CASAMCREM ENT X300GS",12.00,1,12,"1202",0.00,1100001101,0.00,0.300,0.000,1,36.305,30.004,45.200,37.355,45.200,37.355,0.000,0.000,21.000,"",94.140," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,542.40,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,542.400,448.260,542.400,448.260,94.140,1100000429,0,0,0,0.000,0,"00002","0000000006"
0,0,0,1100001103,"1203","QUESO CREMA CASAMCREM LIGHT X300GS",8.00,1,12,"1203",0.00,1100001103,0.00,0.300,0.000,1,36.305,30.004,45.200,37.355,45.200,37.355,0.000,0.000,21.000,"",62.760," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,361.60,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,361.600,298.840,361.600,298.840,62.760,1100001537,0,0,0,0.000,0,"00002","0000000007"
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",16.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,20.389,16.850,25.358,20.957,25.358,20.957,0.000,0.000,21.000,"",70.420," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,405.73,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,405.730,335.310,405.730,335.310,70.420,1100001535,0,0,0,0.000,0,"00002","0000000008"
0,0,0,1100001277,"9105","YOGUR SER DESC JOYFUL C/FRT X 125GS",10.00,1,12,"9105",0.00,1100001277,0.00,0.195,0.000,1,20.389,16.850,25.380,20.975,25.380,20.975,0.000,0.000,21.000,"",44.050," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,253.80,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.800,209.750,253.800,209.750,44.050,1100001537,0,0,0,0.000,0,"00002","0000000009"
0,0,0,1100000775,"993","YOGUR SER C/CEREAL POTE  165GS",10.00,1,20,"993",0.00,1100000775,0.00,0.165,0.000,1,20.389,16.850,25.382,20.977,25.382,20.977,0.000,0.000,21.000,"",44.050," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,253.82,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,253.820,209.770,253.820,209.770,44.050,1100000429,0,0,0,0.000,0,"00002","0000000010"
0,0,0,1100001259,"991","LECHE CINDOR MID X 1 L.",12.00,1,12,"991",0.00,1100001259,0.00,1.000,0.000,1,39.820,32.909,49.576,40.972,49.576,40.972,0.000,0.000,21.000,"",103.250," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,594.91,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,594.910,491.660,594.910,491.660,103.250,0,0,0,0,0.000,0,"00002","0000000011"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",36.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,23.562,19.473,29.322,24.233,29.322,24.233,0.000,0.000,21.000,"",183.200," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,1055.59,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,1055.590,872.390,1055.590,872.390,183.200,1100001533,0,0,0,0.000,0,"00002","0000000012"
0,0,0,1100000422,"303","POSTRE SER PACK  220 GRS",10.00,1,24,"303",0.00,1100000422,0.00,0.210,0.000,1,24.838,20.527,30.877,25.518,30.877,25.518,0.000,0.000,21.000,"",53.590," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,308.77,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,308.770,255.180,308.770,255.180,53.590,1100001533,0,0,0,0.000,0,"00002","0000000013"
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",30.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,20.389,16.850,25.379,20.974,25.379,20.974,0.000,0.000,21.000,"",132.140," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,761.37,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,761.370,629.230,761.370,629.230,132.140,1100000429,0,0,0,0.000,0,"00002","0000000014"
0,0,0,1100000410,"6012","YOGUR FIRME FORTIF. C/H X 190G",20.00,1,20,"6012",0.00,1100000410,0.00,0.190,0.000,1,15.292,12.638,19.031,15.728,19.031,15.728,0.000,0.000,21.000,"",66.060," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,380.62,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,380.620,314.560,380.620,314.560,66.060,1100000429,0,0,0,0.000,0,"00002","0000000015"
0,0,0,1100001344,"491","LECHE LS ULT DESC FORT VIT X1L",32.00,1,16,"491",0.00,1100001344,0.00,1.000,0.000,1,17.735,14.657,21.637,17.882,21.637,17.882,0.000,0.000,21.000,"",120.170," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,692.38,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,692.380,572.210,692.380,572.210,120.170,1100000428,0,0,0,0.000,0,"00002","0000000016"
0,0,0,1100000439,"448","LECHE LS ENT FORT ACD SACH  X1L",32.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,17.735,14.657,21.637,17.882,21.637,17.882,0.000,0.000,21.000,"",120.170," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,692.38,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,692.380,572.210,692.380,572.210,120.170,1100000428,0,0,0,0.000,0,"00002","0000000017"
0,0,0,1100000554,"6423","YOGURISIMO FORT ENT SACHET 1.300KS.",12.00,1,12,"6423",0.00,1100000554,0.00,1.300,0.000,1,28.671,23.695,35.695,29.500,35.695,29.500,0.000,0.000,21.000,"",74.340," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,428.34,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,428.340,354.000,428.340,354.000,74.340,1100000428,0,0,0,0.000,0,"00002","0000000018"
0,0,0,1100001208,"9657","YOGURISIMO CREMIX SABORIZADO X  120G",24.00,1,48,"9657",0.00,1100001208,0.00,0.120,0.000,1,6.372,5.266,7.933,6.556,7.933,6.556,0.000,0.000,21.000,"",33.040," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,190.39,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,190.390,157.350,190.390,157.350,33.040,1100000429,0,0,0,0.000,0,"00002","0000000019"
0,0,0,1100001193,"9608","YOGURISIMO ENT FIRME +FORT 125GS",24.00,1,48,"9608",0.00,1100001193,0.00,0.125,0.000,1,6.372,5.266,7.933,6.556,7.933,6.556,0.000,0.000,21.000,"",33.040," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,190.39,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,190.390,157.350,190.390,157.350,33.040,1100000429,0,0,0,0.000,0,"00002","0000000020"
0,0,0,1100000364,"877","DCE LS DE LECHE SER X400GS",6.00,1,12,"877",0.00,1100000364,0.00,0.400,0.000,1,32.853,27.151,40.190,33.215,40.190,33.215,0.000,0.000,21.000,"",41.850," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,241.14,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,241.140,199.290,241.140,199.290,41.850,1100000429,0,0,0,0.000,0,"00002","0000000021"
0,0,0,1100000832,"446","DCE LS DE LECHE CLASICO X400GS",12.00,1,12,"446",0.00,1100000832,0.00,0.400,0.400,1,25.507,21.080,31.119,25.718,31.119,25.718,0.000,0.000,21.000,"",64.810," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,373.43,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,373.430,308.620,373.430,308.620,64.810,1100000429,0,0,0,0.000,0,"00002","0000000022"
