id,idmaopera,idcabeza,idarticulo,codigo,nombre,cantidad,univenta,unibulto,oricod,cantorig,idoriginal,sdocant,kilos,volumen,listaprecio,precosto,precostosiva,preunita,preunitasiva,prearti,preartisiva,interno,despor,tasaiva,switch,ivauni,alcohol,perceibruto,nofactura,espromocion,iddeposito,oferfecha,oferbonif,oferbonifcant,idfrio,pesable,escambio,stock,total,idcuerfac,desctociva,desctosiva,registro,idfuerzavta,codvalido,idcabeunifica,idprodpromo,idprodregalo,cada,entrega,internofin,idctavta,uniciva,unisiva,uniciva2,unisiva2,ivauni2,idenvase,idprodgenera,hojaactual,bondigitada,cantkilos,comprome,idope,idcuerpo
0,0,0,1100001375,"170","CREMA DE LECHE LS X200CC",3.00,1,24,"170",0.00,1100001375,0.00,0.200,0.000,1,21.644,17.888,26.463,21.870,26.463,21.870,0.000,0.000,21.000,"",13.780," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,79.39,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,79.390,65.610,79.390,65.610,13.780,1100001534,0,0,0,0.000,0,"00001","0000000001"
0,0,0,1100000064,"5333","YOGURISIMO GO F. BOTELLITA X185GR",6.00,1,35,"5333",0.00,1100000064,0.00,0.190,0.000,1,17.192,14.208,21.405,17.690,21.405,17.690,0.000,0.000,21.000,"",22.290," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,128.43,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,128.430,106.140,128.430,106.140,22.290,1100001539,0,0,0,0.000,0,"00001","0000000002"
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",4.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,20.389,16.850,25.379,20.974,25.379,20.974,0.000,0.000,21.000,"",17.620," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,101.52,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,101.520,83.900,101.520,83.900,17.620,1100000429,0,0,0,0.000,0,"00001","0000000003"
0,0,0,1100000410,"6012","YOGUR FIRME FORTIF. C/H X 190G",4.00,1,20,"6012",0.00,1100000410,0.00,0.190,0.000,1,15.292,12.638,19.031,15.728,19.031,15.728,0.000,0.000,21.000,"",13.210," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,76.12,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,76.120,62.910,76.120,62.910,13.210,1100000429,0,0,0,0.000,0,"00001","0000000004"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",2.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,23.562,19.473,29.322,24.233,29.322,24.233,0.000,0.000,21.000,"",10.180," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,58.64,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,58.640,48.460,58.640,48.460,10.180,1100001533,0,0,0,0.000,0,"00001","0000000005"
0,0,0,1100000439,"448","LECHE LS ENT FORT ACD SACH  X1L",6.00,1,16,"448",0.00,1100000439,0.00,1.000,0.000,1,17.735,14.657,21.637,17.882,21.637,17.882,0.000,0.000,21.000,"",22.530," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,129.82,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,129.820,107.290,129.820,107.290,22.530,1100000428,0,0,0,0.000,0,"00001","0000000006"
0,0,0,1100000079,"198","CHOC.CINDOR T.BRICK X 250CM.",4.00,1,24,"198",0.00,1100000079,0.00,0.250,0.000,1,20.389,16.850,25.377,20.973,25.377,20.973,0.000,0.000,21.000,"",17.620," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,101.51,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,101.510,83.890,101.510,83.890,17.620,0,0,0,0,0.000,0,"00001","0000000007"
0,0,0,1100001259,"991","LECHE CINDOR MID X 1 L.",3.00,1,12,"991",0.00,1100001259,0.00,1.000,0.000,1,39.820,32.909,49.576,40.972,49.576,40.972,0.000,0.000,21.000,"",25.810," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,148.73,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,148.730,122.920,148.730,122.920,25.810,0,0,0,0,0.000,0,"00001","0000000008"
0,0,0,1100001546,"3601","TOSTADAS ALA CLASICA 10 X 120GS",10.00,1,10,"3601",0.00,1100001546,0.00,0.120,0.000,1,13.863,11.457,16.913,13.978,16.913,13.978,0.000,0.000,21.000,"",29.350," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,169.13,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,169.130,139.780,169.130,139.780,29.350,0,0,0,0,0.000,0,"00001","0000000009"
0,0,0,1100001551,"13621","TOSTADAS CORMILLOT 10 X120GS",10.00,1,10,"13621",0.00,1100001551,0.00,0.120,0.000,1,15.712,12.985,18.854,15.582,18.854,15.582,0.000,0.000,21.000,"",32.720," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,188.54,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,188.540,155.820,188.540,155.820,32.720,0,0,0,0,0.000,0,"00001","0000000010"
0,0,0,1100000800,"219","QUESO LS RALLADO X80GS",2.00,1,112,"219",0.00,1100000800,0.00,0.080,0.000,1,26.656,22.030,32.520,26.876,32.520,26.876,0.000,0.000,21.000,"",11.290," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,65.04,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,65.040,53.750,65.040,53.750,11.290,1100001535,0,0,0,0.000,0,"00001","0000000011"
0,0,0,1100000775,"993","YOGUR SER C/CEREAL POTE  165GS",18.00,1,20,"993",0.00,1100000775,0.00,0.165,0.000,1,20.389,16.850,25.382,20.977,25.382,20.977,0.000,0.000,21.000,"",79.290," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,456.88,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,456.880,377.590,456.880,377.590,79.290,1100000429,0,0,0,0.000,0,"00002","0000000012"
0,0,0,1100000036,"102","SER C/COLCHON DE FRUTAS X 190G",6.00,1,20,"102",0.00,1100000036,0.00,0.190,0.000,1,20.389,16.850,25.358,20.957,25.358,20.957,0.000,0.000,21.000,"",26.410," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,152.15,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,152.150,125.740,152.150,125.740,26.410,1100001535,0,0,0,0.000,0,"00002","0000000013"
0,0,0,1100000026,"6130","YOGURISIMO C/CEREALES X 166GRS",6.00,1,20,"6130",0.00,1100000026,0.00,0.166,0.000,1,20.389,16.850,25.379,20.974,25.379,20.974,0.000,0.000,21.000,"",26.430," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,152.27,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,152.270,125.840,152.270,125.840,26.430,1100000429,0,0,0,0.000,0,"00002","0000000014"
0,0,0,1100000362,"530","POSTRE DANETTE PACK X 190 GRS.",6.00,1,36,"530",0.00,1100000362,0.00,0.190,0.000,1,23.562,19.473,29.322,24.233,29.322,24.233,0.000,0.000,21.000,"",30.530," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,175.93,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,175.930,145.400,175.930,145.400,30.530,1100001533,0,0,0,0.000,0,"00003","0000000015"
0,0,0,1100001375,"170","CREMA DE LECHE LS X200CC",10.00,1,24,"170",0.00,1100001375,0.00,0.200,0.000,1,21.644,17.888,26.463,21.870,26.463,21.870,0.000,0.000,21.000,"",45.930," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,264.63,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,264.630,218.700,264.630,218.700,45.930,1100001534,0,0,0,0.000,0,"00003","0000000016"
0,0,0,1100001609,"1039","POSTRE DANETTE COPA  X 100GS",4.00,1,20,"1039",0.00,1100001609,0.00,0.100,0.000,1,15.292,12.638,19.038,15.734,19.038,15.734,0.000,0.000,21.000,"",13.220," ",1,0,0,1100000001,01-01-1900 00:00:00,0.000,0.000,1100000001,0,0,0.00,76.15,0,0.000,0.000,0,1100000001," ",0,0,0,0,0,0.000,0,76.150,62.930,76.150,62.930,13.220,1100000429,0,0,0,0.000,0,"00003","0000000017"
