02-07-2021 12:03:23 , Ope = 00001
02-07-2021 12:03:24 , Sub Total 2636.33
02-07-2021 12:03:24 , Sub Total 3100.43
02-07-2021 12:03:24 , Sub Total 3303.73
02-07-2021 12:03:24 , Sub Total 4030.57
02-07-2021 12:03:24 , Sub Total 5858.57
02-07-2021 12:03:24 , Sub Total 6404.07
02-07-2021 12:03:24 , Sub Total 7244.28
02-07-2021 12:03:24 , Sub Total 8790.58
02-07-2021 12:03:24 , Sub Total 11118.78
02-07-2021 12:03:24 , Sub Total 1164.10
02-07-2021 12:03:24 , Sub Total 4154.10
02-07-2021 12:03:24 , Sub Total 4673.94
02-07-2021 12:03:24 , Sub Total 5125.74
02-07-2021 12:03:24 , Sub Total 5666.46
02-07-2021 12:03:24 , Sub Total 6436.46
02-07-2021 12:03:24 , Sub Total 7400.18
02-07-2021 12:03:24 , Sub Total 8469.18
02-07-2021 12:03:24 , Sub Total 9481.02
02-07-2021 12:03:24 , Sub Total 11817.76
02-07-2021 12:03:24 , Sub Total 4200.29
02-07-2021 12:03:24 , Sub Total 8276.13
02-07-2021 12:03:24 , Sub Total 9089.57
02-07-2021 12:03:24 , Sub Total 11529.57
02-07-2021 12:03:24 , Sub Total 1540.25
02-07-2021 12:04:47 , Ope = 00001
02-07-2021 12:05:35 , Ope = 00001
02-07-2021 12:10:36 , Ope = 00001
02-07-2021 12:10:36 , Ope = 00002
02-07-2021 12:10:36 , Ope = 00003
02-07-2021 12:10:36 , Ope = 00004
02-07-2021 12:10:36 , Ope = 00005
02-07-2021 12:10:36 , Ope = 00006
02-07-2021 12:10:37 , Ope = 00007
02-07-2021 12:10:37 , Ope = 00008
02-07-2021 12:10:37 , Ope = 00009
02-07-2021 12:10:37 , Ope = 00010
02-07-2021 12:10:37 , Ope = 00011
02-07-2021 12:10:37 , Ope = 00012
02-07-2021 12:10:37 , Ope = 00013
02-07-2021 12:10:37 , Ope = 00014
02-07-2021 12:10:37 , Ope = 00015
02-07-2021 12:10:37 , Ope = 00016
02-07-2021 12:10:37 , Ope = 00017
02-07-2021 12:10:37 , Ope = 00018
02-07-2021 12:10:38 , Ope = 00019
02-07-2021 12:10:38 , Ope = 00020
02-07-2021 12:10:38 , Ope = 00021
02-07-2021 12:10:38 , Ope = 00022
02-07-2021 12:10:38 , Ope = 00023
02-07-2021 12:10:38 , Ope = 00024
02-07-2021 12:10:38 , Ope = 00025
02-07-2021 12:10:38 , Ope = 00026
02-07-2021 12:10:38 , Ope = 00027
02-07-2021 12:10:38 , Ope = 00028
02-07-2021 12:10:38 , Ope = 00029
02-07-2021 12:10:39 , Ope = 00030
02-07-2021 12:10:39 , Ope = 00031
02-07-2021 12:10:39 , Ope = 00032
02-07-2021 12:10:39 , Ope = 00033
02-07-2021 12:10:39 , Ope = 00034
02-07-2021 12:10:39 , Ope = 00035
02-07-2021 12:10:39 , Ope = 00036
02-07-2021 12:10:39 , Ope = 00037
02-07-2021 12:10:39 , Ope = 00038
02-07-2021 12:10:39 , Ope = 00039
02-07-2021 12:10:39 , Ope = 00040
02-07-2021 12:10:39 , Ope = 00041
02-07-2021 12:10:40 , Ope = 00042
02-07-2021 12:10:40 , Ope = 00043
02-07-2021 12:10:40 , Ope = 00044
02-07-2021 12:10:40 , Ope = 00045
02-07-2021 12:10:40 , Ope = 00046
02-07-2021 12:10:40 , Ope = 00047
02-07-2021 12:10:40 , Ope = 00048
02-07-2021 12:10:40 , Ope = 00049
02-07-2021 12:10:40 , Ope = 00050
02-07-2021 12:10:40 , Ope = 00051
02-07-2021 12:10:40 , Ope = 00052
02-07-2021 12:10:41 , Ope = 00053
02-07-2021 12:10:41 , Ope = 00054
02-07-2021 12:10:41 , Ope = 00055
02-07-2021 12:10:41 , Ope = 00056
02-07-2021 12:10:41 , Sub Total 1873.30
02-07-2021 12:10:41 , Sub Total 4007.81
02-07-2021 12:10:41 , Sub Total 4849.52
02-07-2021 12:10:41 , Sub Total 5079.04
02-07-2021 12:10:41 , Sub Total 6578.20
02-07-2021 12:10:41 , Sub Total 8867.32
02-07-2021 12:10:41 , Sub Total 9840.16
02-07-2021 12:10:41 , Sub Total 10201.04
02-07-2021 12:10:41 , Sub Total 225.55
02-07-2021 12:10:41 , Sub Total 687.27
02-07-2021 12:10:41 , Sub Total 1414.11
02-07-2021 12:10:41 , Sub Total 3840.60
02-07-2021 12:10:41 , Sub Total 5466.84
02-07-2021 12:10:41 , Sub Total 6687.12
02-07-2021 12:10:41 , Sub Total 7615.68
02-07-2021 12:10:41 , Sub Total 8508.48
02-07-2021 12:10:41 , Ope = 00057
02-07-2021 12:10:41 , Sub Total 4133.36
02-07-2021 12:10:41 , Sub Total 5017.01
02-07-2021 12:10:41 , Sub Total 7581.33
02-07-2021 12:10:41 , Sub Total 9362.77
02-07-2021 12:10:41 , Sub Total 10253.02
02-07-2021 12:10:41 , Ope = 00058
