14-05-2021 07:31:32 , Ope = 00001
14-05-2021 07:31:35 , Ope = 00002
14-05-2021 07:31:36 , Ope = 00003
14-05-2021 07:31:37 , Ope = 00004
14-05-2021 07:31:37 , Ope = 00005
14-05-2021 07:31:38 , Ope = 00006
14-05-2021 07:31:38 , Ope = 00007
14-05-2021 07:31:38 , Ope = 00008
14-05-2021 07:31:39 , Ope = 00009
14-05-2021 07:31:39 , Ope = 00010
14-05-2021 07:31:40 , Ope = 00011
14-05-2021 07:31:41 , Ope = 00012
14-05-2021 07:31:41 , Ope = 00013
14-05-2021 07:31:42 , Ope = 00014
14-05-2021 07:31:43 , Ope = 00015
14-05-2021 07:31:44 , Ope = 00016
14-05-2021 07:31:45 , Ope = 00017
14-05-2021 07:31:45 , Ope = 00018
14-05-2021 07:31:46 , Ope = 00019
14-05-2021 07:31:46 , Sub Total 2492.78
14-05-2021 07:31:46 , Sub Total 5843.50
14-05-2021 07:31:46 , Sub Total 6592.90
14-05-2021 07:31:46 , Sub Total 12425.01
14-05-2021 07:31:46 , Sub Total 4391.23
14-05-2021 07:31:46 , Sub Total 5011.03
14-05-2021 07:31:46 , Sub Total 7779.33
14-05-2021 07:31:46 , Sub Total 8392.71
14-05-2021 07:31:46 , Sub Total 10497.70
14-05-2021 07:31:46 , Sub Total 3264.42
14-05-2021 07:31:46 , Sub Total 4112.30
14-05-2021 07:31:46 , Sub Total 4751.39
14-05-2021 07:31:46 , Sub Total 6778.67
14-05-2021 07:31:46 , Sub Total 7845.95
14-05-2021 07:31:46 , Sub Total 8235.75
14-05-2021 07:31:46 , Sub Total 8761.03
14-05-2021 07:31:46 , Sub Total 9565.35
14-05-2021 07:31:47 , Ope = 00020
14-05-2021 07:31:48 , Ope = 00021
14-05-2021 07:31:49 , Ope = 00022
14-05-2021 07:31:49 , Ope = 00023
14-05-2021 07:31:49 , Sub Total 4425.04
14-05-2021 07:31:49 , Sub Total 9937.25
14-05-2021 07:31:49 , Sub Total 10567.00
14-05-2021 07:31:49 , Sub Total 1380.41
14-05-2021 07:31:49 , Sub Total 3033.44
14-05-2021 07:31:49 , Sub Total 3796.09
14-05-2021 07:31:49 , Sub Total 6756.69
14-05-2021 07:31:50 , Ope = 00024
14-05-2021 07:31:51 , Ope = 00025
14-05-2021 07:31:52 , Ope = 00026
14-05-2021 07:31:52 , Ope = 00027
14-05-2021 07:31:52 , Sub Total 1935.48
14-05-2021 07:31:52 , Sub Total 4916.92
14-05-2021 07:31:52 , Sub Total 6455.27
14-05-2021 07:31:52 , Sub Total 14417.46
14-05-2021 07:31:52 , Sub Total 4500.37
14-05-2021 07:31:52 , Sub Total 5049.49
14-05-2021 07:31:52 , Sub Total 6575.65
14-05-2021 07:31:52 , Sub Total 21423.79
14-05-2021 07:31:52 , Sub Total 11616.49
14-05-2021 07:31:52 , Sub Total 1659.50
14-05-2021 07:31:53 , Ope = 00028
14-05-2021 07:31:54 , Ope = 00029
14-05-2021 07:31:55 , Ope = 00030
14-05-2021 07:31:55 , Ope = 00031
14-05-2021 07:31:56 , Ope = 00032
14-05-2021 07:31:57 , Ope = 00033
14-05-2021 07:31:58 , Ope = 00034
14-05-2021 07:31:58 , Ope = 00035
14-05-2021 07:31:59 , Ope = 00036
14-05-2021 07:31:59 , Sub Total 1655.41
14-05-2021 07:31:59 , Sub Total 9798.63
14-05-2021 07:31:59 , Sub Total 14372.79
14-05-2021 07:31:59 , Sub Total 4574.16
14-05-2021 07:31:59 , Sub Total 5422.04
14-05-2021 07:32:00 , Ope = 00037
14-05-2021 07:32:00 , Ope = 00038
14-05-2021 07:32:01 , Ope = 00039
14-05-2021 07:32:02 , Ope = 00040
14-05-2021 07:32:03 , Ope = 00041
14-05-2021 07:32:04 , Ope = 00042
14-05-2021 07:32:05 , Ope = 00043
14-05-2021 07:32:05 , Ope = 00044
14-05-2021 07:32:06 , Ope = 00045
14-05-2021 07:32:07 , Ope = 00046
14-05-2021 07:32:09 , Ope = 00047
14-05-2021 07:32:09 , Ope = 00048
14-05-2021 07:32:10 , Ope = 00049
14-05-2021 07:32:11 , Ope = 00050
14-05-2021 07:32:12 , Ope = 00051
14-05-2021 07:32:12 , Sub Total 1575.48
14-05-2021 07:32:12 , Sub Total 4011.60
14-05-2021 07:32:12 , Sub Total 5625.00
14-05-2021 07:32:12 , Sub Total 8451.75
14-05-2021 07:32:12 , Sub Total 9084.94
14-05-2021 07:32:12 , Sub Total 10167.46
14-05-2021 07:32:12 , Sub Total 180.42
14-05-2021 07:32:12 , Sub Total 1383.27
14-05-2021 07:32:12 , Sub Total 2110.11
14-05-2021 07:32:13 , Ope = 00052
14-05-2021 07:32:13 , Ope = 00053
14-05-2021 07:32:14 , Ope = 00054
14-05-2021 07:32:15 , Ope = 00055
14-05-2021 07:32:16 , Ope = 00056
14-05-2021 07:32:17 , Ope = 00057
14-05-2021 07:32:17 , Ope = 00058
14-05-2021 07:32:18 , Ope = 00059
14-05-2021 07:32:20 , Ope = 00060
14-05-2021 07:32:27 , Ope = 00061
14-05-2021 07:32:28 , Ope = 00062
14-05-2021 07:32:29 , Ope = 00063
14-05-2021 07:32:29 , Sub Total 1677.10
14-05-2021 07:32:29 , Sub Total 3372.86
14-05-2021 07:32:29 , Sub Total 6302.45
14-05-2021 07:32:29 , Sub Total 10130.91
14-05-2021 07:32:29 , Sub Total 1843.87
14-05-2021 07:32:29 , Sub Total 4296.53
14-05-2021 07:32:29 , Ope = 00064
14-05-2021 07:32:30 , Ope = 00065
14-05-2021 07:32:31 , Ope = 00066
14-05-2021 07:32:31 , Sub Total 1673.89
14-05-2021 07:32:31 , Sub Total 4030.31
14-05-2021 07:32:31 , Sub Total 5726.07
14-05-2021 07:32:32 , Sub Total 6276.47
14-05-2021 07:32:32 , Sub Total 6893.79
14-05-2021 07:32:32 , Sub Total 7564.59
14-05-2021 07:32:32 , Sub Total 8682.59
14-05-2021 07:32:32 , Sub Total 9057.94
14-05-2021 07:32:32 , Sub Total 9252.84
14-05-2021 07:32:32 , Sub Total 9515.48
14-05-2021 07:32:32 , Sub Total 14528.60
14-05-2021 07:32:32 , Sub Total 4595.36
14-05-2021 07:32:32 , Sub Total 5848.64
14-05-2021 07:32:33 , Ope = 00067
14-05-2021 07:32:33 , Sub Total 3428.42
14-05-2021 07:32:33 , Sub Total 9246.30
14-05-2021 07:32:33 , Sub Total 11818.60
14-05-2021 07:32:33 , Sub Total 4865.00
14-05-2021 07:32:33 , Sub Total 5516.79
14-05-2021 07:32:33 , Sub Total 6875.92
14-05-2021 07:32:33 , Sub Total 18042.48
14-05-2021 07:32:33 , Sub Total 8068.48
14-05-2021 07:32:33 , Sub Total 8632.99
14-05-2021 07:32:33 , Sub Total 11685.31
14-05-2021 07:32:33 , Sub Total 1716.93
14-05-2021 07:32:33 , Sub Total 3474.66
14-05-2021 07:32:33 , Sub Total 9570.84
14-05-2021 07:32:33 , Sub Total 10825.68
14-05-2021 07:32:33 , Sub Total 2280.84
14-05-2021 07:32:34 , Ope = 00068
14-05-2021 07:32:35 , Ope = 00069
14-05-2021 07:32:36 , Ope = 00070
14-05-2021 07:32:37 , Ope = 00071
14-05-2021 07:32:38 , Ope = 00072
14-05-2021 07:32:39 , Ope = 00073
14-05-2021 07:32:39 , Ope = 00074
14-05-2021 07:32:43 , Ope = 00075
14-05-2021 07:32:44 , Ope = 00076
14-05-2021 07:32:45 , Ope = 00077
14-05-2021 07:32:46 , Ope = 00078
14-05-2021 07:32:46 , Sub Total 1571.04
14-05-2021 07:32:46 , Sub Total 3533.44
14-05-2021 07:32:46 , Sub Total 5183.79
14-05-2021 07:32:46 , Sub Total 9671.35
14-05-2021 07:32:46 , Sub Total 12094.87
14-05-2021 07:32:46 , Sub Total 9410.88
14-05-2021 07:32:46 , Sub Total 11106.64
14-05-2021 07:32:46 , Sub Total 1271.82
14-05-2021 07:32:46 , Sub Total 2467.11
