03-05-2021 09:59:00 , Ope = 00001
03-05-2021 10:00:24 , Sub Total 2203.22
03-05-2021 10:00:24 , Sub Total 5967.37
03-05-2021 10:00:24 , Sub Total 7663.13
03-05-2021 10:00:24 , Sub Total 10090.59
03-05-2021 10:00:25 , Sub Total 2953.57
03-05-2021 10:00:25 , Sub Total 8000.02
03-05-2021 10:00:25 , Sub Total 8292.37
03-05-2021 10:00:25 , Sub Total 9206.37
03-05-2021 10:00:25 , Sub Total 9957.25
03-05-2021 10:00:25 , Sub Total 11796.91
03-05-2021 10:00:25 , Sub Total 1839.66
03-05-2021 10:01:43 , Ope = 00001
03-05-2021 10:02:07 , Sub Total 2203.22
03-05-2021 10:02:16 , Sub Total 5967.37
03-05-2021 10:02:17 , Sub Total 7663.13
03-05-2021 10:02:32 , Sub Total 10090.59
03-05-2021 10:03:34 , Sub Total 2953.57
03-05-2021 10:03:34 , Sub Total 8000.02
03-05-2021 10:03:34 , Sub Total 8292.37
03-05-2021 10:03:34 , Sub Total 9206.37
03-05-2021 10:03:34 , Sub Total 9957.25
03-05-2021 10:03:34 , Sub Total 11796.91
03-05-2021 10:03:34 , Sub Total 1839.66
03-05-2021 10:08:30 , Ope = 00001
03-05-2021 10:08:30 , Sub Total 2203.22
03-05-2021 10:08:30 , Sub Total 5967.37
03-05-2021 10:08:30 , Sub Total 7663.13
03-05-2021 10:08:30 , Sub Total 10090.59
03-05-2021 10:08:30 , Sub Total 7473.91
03-05-2021 10:08:30 , Sub Total 7766.26
03-05-2021 10:08:30 , Sub Total 8680.26
03-05-2021 10:08:30 , Sub Total 9431.14
03-05-2021 10:08:30 , Sub Total 11270.80
03-05-2021 10:08:30 , Sub Total 1533.05
